0.0006199	0.999905
0.489855	4.35617
0.979091	3.5823
1.46833	3.48263
1.95756	3.45072
2.4468	3.44325
2.93603	3.43676
3.42527	3.43265
3.9145	3.42981
4.40374	3.42789
4.89298	3.42639
5.38221	3.42529
5.87145	3.42441
6.36068	3.42376
6.84992	3.42324
7.33915	3.42284
7.82839	3.42251
8.31762	3.42223
8.80686	3.42199
9.2961	3.42177
9.78533	3.42158
10.2746	3.42144
10.7638	3.42134
11.253	3.42124
11.7423	3.42116
12.2315	3.42108
12.7207	3.42101
13.21	3.42094
13.6992	3.42088
14.1885	3.42083
14.6777	3.42076
15.1669	3.42069
15.6562	3.42065
16.1454	3.42061
16.6346	3.42058
17.1239	3.42055
17.6131	3.42052
18.1023	3.42049
18.5916	3.42047
19.0808	3.42044
19.57	3.42042
20.0593	3.4204
20.5485	3.42036
21.0377	3.42033
21.527	3.42029
22.0162	3.42026
22.5055	3.42023
22.9947	3.4202
23.4839	3.42018
23.9732	3.42015
24.4624	3.42013
24.9516	3.4201
25.4409	3.42009
25.9301	3.42008
26.4193	3.42007
26.9086	3.42006
27.3978	3.42005
27.887	3.42004
28.3763	3.42003
28.8655	3.42002
29.3548	3.42002
29.844	3.42001
30.3332	3.42
30.8225	3.41999
31.3117	3.41999
31.8009	3.41998
32.2902	3.41997
32.7794	3.41997
33.2686	3.41996
33.7579	3.41996
34.2471	3.41995
34.7363	3.41995
35.2256	3.41994
35.7148	3.41994
36.2041	3.41993
36.6933	3.41993
37.1825	3.41992
37.6718	3.41992
38.161	3.41992
38.6502	3.41991
39.1395	3.41991
39.6287	3.4199
40.1179	3.4199
40.6072	3.41989
41.0964	3.41987
41.5856	3.41986
42.0749	3.41985
42.5641	3.41984
43.0534	3.41983
43.5426	3.41982
44.0318	3.41981
44.5211	3.4198
45.0103	3.41979
45.4995	3.41978
45.9888	3.41977
46.478	3.41976
46.9672	3.41975
47.4565	3.41974
47.9457	3.41973
48.4349	3.41973
48.9242	3.41972
49.4134	3.41971
49.9026	3.4197
50.3919	3.41969
50.8811	3.41968
51.3704	3.41967
51.8596	3.41966
52.3488	3.41966
52.8381	3.41965
53.3273	3.41964
53.8165	3.41963
54.3058	3.41962
54.795	3.41961
55.2842	3.4196
55.7735	3.4196
56.2627	3.41959
56.7519	3.41958
57.2412	3.41957
57.7304	3.41957
58.2197	3.41956
58.7089	3.41955
59.1981	3.41954
59.6874	3.41954
60.1766	3.41953
60.6658	3.41952
61.1551	3.41952
61.6443	3.41951
62.1335	3.4195
62.6228	3.4195
63.112	3.41948
63.6012	3.41946
64.0905	3.41944
64.5797	3.41942
65.069	3.41941
65.5582	3.41939
66.0474	3.41937
66.5367	3.41935
67.0259	3.41934
67.5151	3.41932
68.0044	3.41931
68.4936	3.41929
68.9828	3.41927
69.4721	3.41926
69.9613	3.41924
70.4505	3.41923
70.9398	3.41921
71.429	3.4192
71.9182	3.41919
72.4075	3.41918
72.8967	3.41917
73.386	3.41916
73.8752	3.41915
74.3644	3.41914
74.8537	3.41914
75.3429	3.41913
75.8321	3.41912
76.3214	3.41911
76.8106	3.4191
77.2998	3.41909
77.7891	3.41909
78.2783	3.41908
78.7675	3.41907
79.2568	3.41906
79.746	3.41905
80.2353	3.41905
80.7245	3.41904
81.2137	3.41903
81.703	3.41902
82.1922	3.41902
82.6814	3.41901
83.1707	3.419
83.6599	3.41899
84.1491	3.41897
84.6384	3.41895
85.1276	3.41894
85.6168	3.41892
86.1061	3.4189
86.5953	3.41889
87.0846	3.41887
87.5738	3.41885
88.063	3.41884
88.5523	3.41882
89.0415	3.41881
89.5307	3.41879
90.02	3.41878
90.5092	3.41876
90.9984	3.41875
91.4877	3.41873
